13. 11. 24 오후 6:42
Project Statistics

                 	Segments	 Words	Characters (without spaces)	Characters (including spaces)	
Total:           	   40384	366221	                    1750115	                      1891009	
Remaining:       	   17327	247336	                     968116	                      1010569	
Unique:          	   27368	314903	                    1469407	                      1583147	
Unique Remaining:	   15425	231451	                     907074	                       947943	


Individual File Statistics:

File Name                                                                                                      	Total Segments	Remaining Segments	Unique Segments	Unique Remaining Segments	Total Words	Remaining Words	Unique Words	Unique Remaining Words	Total Characters (without spaces)	Remaining Characters (without spaces)	Unique Characters (without spaces)	Unique Remaining Characters (without spaces)	Total Characters (including spaces)	Remaining Characters (including spaces)	Unique Characters (including spaces)	Unique Remaining Characters (including spaces)	
2012-10-20-get-graphviz-attributes-from-gviz.md                                                                	           139	                41	            129	                       40	       1171	            618	        1142	                   617	                             7169	                                 2684	                              6926	                                        2676	                               7930	                                   2835	                                7664	                                          2827	
2012-10-29-existential-operator-in-ruby.md                                                                     	           103	                43	             81	                       42	        708	            443	         655	                   442	                             3909	                                 1890	                              3537	                                        1881	                               4254	                                   1980	                                3843	                                          1971	
2012-10-29-rubys-new-control-structure-by-tap-and-break.md                                                     	            81	                42	             67	                       39	        980	            548	         725	                   533	                             4018	                                 1986	                              3047	                                        1900	                               4540	                                   2075	                                3330	                                          1988	
2012-10-30-compare-elements-in-an-array.md                                                                     	           101	                17	             52	                       15	        540	            211	         362	                   207	                             3027	                                  766	                              1870	                                         746	                               3324	                                    779	                                2024	                                           759	
2012-11-07-play-gviz-with-colorable.md                                                                         	           141	                53	             90	                       50	       1302	            720	        1150	                   714	                             6717	                                 2612	                              5633	                                        2597	                               7278	                                   2695	                                6092	                                          2680	
2012-11-12-epub-tutorial.md                                                                                    	           423	               168	            292	                      152	       4491	           1552	        3329	                  1499	                            25271	                                 6211	                             18294	                                        6024	                              27856	                                   6390	                               20141	                                          6203	
2012-12-03-when-bloggers-become-publishers.md                                                                  	           307	               195	            227	                      164	       3008	           2214	        2545	                  1895	                            13058	                                 8046	                             10843	                                        6683	                              13968	                                   8264	                               11642	                                          6875	
2012-12-04-my-first-ebook-released.md                                                                          	            61	                43	             22	                       21	        683	            595	         341	                   327	                             2736	                                 2279	                              1276	                                        1179	                               2819	                                   2327	                                1317	                                          1211	
2012-12-04-simple-ruby-logo-with-gviz.md                                                                       	            57	                16	             40	                       15	        615	            138	         394	                   135	                             3222	                                  500	                              2088	                                         488	                               3669	                                    518	                                2297	                                           506	
2012-12-06-lets-start-book-buying.md                                                                           	            20	                20	             20	                       20	        333	            333	         333	                   333	                             1068	                                 1068	                              1068	                                        1068	                               1080	                                   1080	                                1080	                                          1080	
2012-12-07-first-step-of-jekyll-on-ebook.md                                                                    	            71	                53	             24	                       23	        784	            704	         295	                   280	                             3322	                                 2915	                              1041	                                         935	                               3417	                                   2976	                                1071	                                           955	
2012-12-13-ruby-parallel-on-ebook.md                                                                           	            58	                41	             12	                       10	        726	            639	         181	                   160	                             3275	                                 2802	                               743	                                         578	                               3380	                                   2871	                                 775	                                           598	
2012-12-17-javascript-oop-on-ebook.md                                                                          	            72	                54	             23	                       22	        885	            789	         302	                   286	                             3997	                                 3453	                              1180	                                        1066	                               4117	                                   3532	                                1217	                                          1092	
2012-12-24-learning-rack-on-ebook.md                                                                           	            66	                47	             14	                       13	        851	            749	         189	                   174	                             4115	                                 3521	                               848	                                         744	                               4231	                                   3594	                                 869	                                           755	
2012-12-25-ebooks-for-learning-ruby.md                                                                         	           192	               118	            144	                      115	       2509	           2232	        2417	                  2190	                            13798	                                11583	                             13373	                                       11409	                              14388	                                  12044	                               13955	                                         11869	
2012-12-26-must-read-the-ruby-programming-language-in-ebook.md                                                 	            63	                41	             49	                       41	        658	            596	         658	                   596	                             2897	                                 2234	                              2855	                                        2234	                               3041	                                   2332	                                2999	                                          2332	
2012-12-28-retrieve-an-item-from-list-with-ruby.md                                                             	            53	                30	             45	                       30	        584	            317	         522	                   317	                             3743	                                 1128	                              3165	                                        1128	                               4071	                                   1150	                                3426	                                          1150	
2012-12-30-what-i-did-on-net-in-2012.md                                                                        	           127	                81	             94	                       79	       1521	           1283	        1461	                  1277	                             7323	                                 5628	                              6944	                                        5594	                               7701	                                   5851	                                7304	                                          5817	
2013-01-08-melborne-books-is-now-open.md                                                                       	            23	                18	             21	                       17	        310	            281	         308	                   280	                             1118	                                  902	                              1104	                                         893	                               1149	                                    911	                                1134	                                           902	
2013-01-12-it-enginners-must-study-english.md                                                                  	           129	               127	             74	                       73	        541	            528	         538	                   526	                             1855	                                 1763	                              1791	                                        1704	                               1869	                                   1768	                                1804	                                          1709	
2013-01-15-build-book-pages-with-yampla-gem.md                                                                 	           121	                44	             91	                       43	       1268	            993	        1192	                   991	                             6197	                                 4059	                              5615	                                        4054	                               6730	                                   4422	                                6111	                                          4417	
2013-01-16-build-xml-with-yampla.md                                                                            	           303	                22	            202	                       22	        948	            305	         790	                   305	                             6549	                                 1309	                              5130	                                        1309	                               6873	                                   1361	                                5415	                                          1361	
2013-01-21-why-fp-with-ruby.md                                                                                 	           374	               137	            156	                      125	       3446	           2577	        2702	                  2516	                            12435	                                 7397	                              8319	                                        7194	                              13285	                                   7554	                                8572	                                          7279	
2013-01-23-get-statistics-with-ruby.md                                                                         	            34	                13	             28	                       12	        455	            164	         452	                   163	                             2468	                                  622	                              2443	                                         616	                               2914	                                    653	                                2885	                                           645	
2013-01-24-csv-table-method-is-awesome.md                                                                      	           129	                65	            108	                       62	       1601	            628	        1378	                   584	                             9204	                                 2553	                              7997	                                        2426	                              10258	                                   2712	                                8787	                                          2576	
2013-01-26-make-text-upside-down-with-ruby.md                                                                  	            35	                27	             29	                       25	        365	            335	         361	                   331	                             1713	                                 1477	                              1688	                                        1463	                               1809	                                   1550	                                1784	                                          1536	
2013-01-28-make-ruby-script-encript-with-flippy.md                                                             	           102	                54	             69	                       45	       1209	           1048	        1141	                  1029	                             5607	                                 4385	                              5202	                                        4334	                               6107	                                   4743	                                5662	                                          4692	
2013-02-02-which-is-the-best-algorithm-for-accessing-data-table.md                                             	           137	                63	             98	                       53	       1391	            985	        1125	                   873	                             7375	                                 4983	                              5830	                                        4242	                               8695	                                   5856	                                6860	                                          5006	
2013-02-04-add-kernel-stnd-to-flippy-gem.md                                                                    	            11	                 6	             10	                        5	         92	             48	          90	                    46	                              518	                                  221	                               513	                                         216	                                579	                                    244	                                 574	                                           239	
2013-02-07-understand-ruby-object.md                                                                           	           424	               225	            251	                      215	       4455	           3751	        3967	                  3673	                            18452	                                13458	                             15898	                                       13174	                              19581	                                  13792	                               16797	                                         13481	
2013-02-10-tsv-to-ltsv-in-ruby.md                                                                              	            42	                23	             32	                       21	        530	            204	         516	                   202	                             2959	                                  884	                              2858	                                         869	                               3137	                                    907	                                3020	                                           892	
2013-02-14-gumroad-sales-reached-100-for-ruby-ebooks.md                                                        	            31	                23	             29	                       23	        423	            397	         423	                   397	                             1620	                                 1267	                              1557	                                        1267	                               1649	                                   1286	                                1586	                                          1286	
2013-02-15-ruby-mimic-arithmetic.md                                                                            	            20	                 9	             15	                        9	        122	             69	         104	                    69	                              642	                                  292	                               531	                                         292	                                719	                                    306	                                 590	                                           306	
2013-02-15-ruby-mimic-arithmetic2.md                                                                           	            17	                 7	              4	                        1	         99	             44	          42	                    21	                              533	                                  183	                               213	                                         126	                                610	                                    193	                                 249	                                           136	
2013-02-15-xcombined-access-log-to-ltsv-in-ruby.md                                                             	            57	                30	             50	                       29	       1049	            444	        1040	                   443	                             5301	                                 1670	                              5253	                                        1663	                               5631	                                   1745	                                5578	                                          1738	
2013-02-16-use-feedburner-for-hp12c-feeds.md                                                                   	             9	                 9	              9	                        9	        144	            144	         144	                   144	                              635	                                  635	                               635	                                         635	                                648	                                    648	                                 648	                                           648	
2013-02-19-flippy-console-now-added.md                                                                         	            66	                49	             59	                       48	        713	            632	         704	                   629	                             2929	                                 2265	                              2847	                                        2236	                               3055	                                   2335	                                2963	                                          2303	
2013-02-25-i-wanna-say-something-about-rubys-case.md                                                           	           446	               164	            267	                      152	       2641	           1203	        2031	                  1186	                            13247	                                 4409	                              9836	                                        4339	                              14338	                                   4472	                               10500	                                          4402	
2013-03-04-ruby-trivias-you-should-know-4.md                                                                   	           958	                 0	            361	                        0	       7293	              0	        4342	                     0	                            36414	                                    0	                             19373	                                           0	                              40816	                                      0	                               20968	                                             0	
2013-03-18-lets-tweet-vertically-with-flippy.md                                                                	            94	                72	             70	                       67	        957	            867	         825	                   813	                             3990	                                 3292	                              3059	                                        2932	                               4290	                                   3540	                                3301	                                          3164	
2013-03-22-map-of-japan.md                                                                                     	            93	                42	             63	                       39	       1194	            874	        1055	                   866	                             5935	                                 3652	                              5015	                                        3628	                               6385	                                   3893	                                5388	                                          3869	
2013-03-25-map-of-japan-2.md                                                                                   	           136	                63	             95	                       56	       1348	            917	        1162	                   885	                             7194	                                 4007	                              6002	                                        3896	                               7617	                                   4156	                                6338	                                          4042	
2013-03-25-this-is-another-world-of-graphviz.md                                                                	            13	                 6	             13	                        6	         69	             19	          69	                    19	                              444	                                  103	                               444	                                         103	                                478	                                    108	                                 478	                                           108	
2013-03-28-space-invader-invade-graphviz-kingdom.md                                                            	           261	                45	            142	                       40	       1320	            482	        1015	                   476	                             6476	                                 1656	                              4896	                                        1632	                               7032	                                   1685	                                5301	                                          1661	
2013-04-01-methodize-a-conditional-operator.md                                                                 	            75	                16	             51	                       15	        366	            186	         306	                   185	                             1921	                                  627	                              1546	                                         618	                               2108	                                    641	                                1684	                                           632	
2013-04-02-graphviz-layouts.md                                                                                 	            76	                38	             60	                       37	        628	            390	         555	                   389	                             3388	                                 1532	                              2884	                                        1523	                               3543	                                   1576	                                3010	                                          1567	
2013-04-08-my-first-ruby-golf.md                                                                               	            14	                 8	             13	                        8	        258	             69	         257	                    69	                             1365	                                  271	                              1360	                                         271	                               1571	                                    281	                                1565	                                           281	
2013-04-15-i-need-bookmarks.md                                                                                 	            43	                41	             38	                       36	       2336	           2322	        2310	                  2296	                            16959	                                16854	                             16863	                                       16758	                              17697	                                  17582	                               17599	                                         17484	
2013-04-23-map-of-national-flags-with-graphviz.md                                                              	            62	                40	             50	                       38	        864	            676	         803	                   674	                             3770	                                 2520	                              3341	                                        2507	                               3980	                                   2606	                                3516	                                          2593	
2013-04-26-find-most-frequently-words-with-ruby.md                                                             	           445	               264	            110	                       86	       3894	           3344	        1239	                  1139	                            14729	                                10490	                              4753	                                        3800	                              15321	                                  10656	                                4888	                                          3863	
2013-04-29-find-most-frequently-words-with-ruby-2.md                                                           	           504	               271	             51	                       41	       4243	           2774	         894	                   633	                            19436	                                 9593	                              5020	                                        2859	                              20864	                                   9771	                                5407	                                          2986	
2013-04-30-find-most-frequently-words-with-ruby-3.md                                                           	           537	               177	             44	                       27	       3706	           1921	         689	                   414	                            19283	                                 7169	                              3760	                                        1823	                              20762	                                   7297	                                4042	                                          1903	
2013-05-09-find-most-frequently-words-with-ruby-4.md                                                           	           461	               141	             44	                       26	       2762	           1537	         709	                   455	                            14441	                                 5821	                              3611	                                        1831	                              15470	                                   5945	                                3916	                                          1908	
2013-05-15-color-handler-colorable-gem-updated.md                                                              	            72	                40	             65	                       39	       1187	            712	        1177	                   711	                             6757	                                 3420	                              6701	                                        3415	                               7352	                                   3641	                                7290	                                          3636	
2013-05-20-now-the-time-to-start-jekyll.md                                                                     	           742	               379	            279	                      209	       5665	           4240	        3279	                  2740	                            26627	                                16880	                             14700	                                       11151	                              28270	                                  17551	                               15441	                                         11604	
2013-06-03-i-create-kindle-case.md                                                                             	            66	                40	             55	                       40	        494	            313	         428	                   313	                             2280	                                  977	                              1824	                                         977	                               2383	                                   1016	                                1900	                                          1016	
2013-08-07-after-you-with-rubys-module.md                                                                      	           121	                32	             38	                       22	        428	            259	         264	                   222	                             1679	                                  803	                               954	                                         724	                               1799	                                    838	                                1019	                                           759	
2013-08-07-yet-another-tilde-tips.md                                                                           	            31	                12	             21	                       10	        207	            126	         187	                   124	                             1124	                                  564	                               954	                                         550	                               1220	                                    576	                                1028	                                           562	
2013-08-09-now-pikmin-come-to-graphviz.md                                                                      	           149	                74	            115	                       68	       1968	           1155	        1715	                  1051	                            10352	                                 5005	                              8566	                                        4335	                              11124	                                   5157	                                9186	                                          4472	
2013-08-14-rbref-renewed-for-ruby200.md                                                                        	            50	                34	             47	                       34	        400	            356	         397	                   356	                             1728	                                 1352	                              1709	                                        1352	                               1818	                                   1393	                                1796	                                          1393	
2013-08-27-count-methods-of-ruby.md                                                                            	            58	                49	             41	                       35	        394	            301	         384	                   294	                             2120	                                 1326	                              2044	                                        1269	                               2232	                                   1354	                                2152	                                          1296	
2013-08-28-count-methods-of-ruby-2.md                                                                          	            71	                60	             41	                       34	        495	            383	         430	                   322	                             2718	                                 1726	                              2350	                                        1382	                               2853	                                   1759	                                2474	                                          1408	
2013-08-30-monkey-patching-for-prudent-rubyists.md                                                             	           210	                77	            116	                       70	       1437	            902	        1190	                   880	                             6915	                                 3299	                              5304	                                        3160	                               7311	                                   3349	                                5585	                                          3207	
2013-09-02-yes-i-hate-array-unshift.md                                                                         	            41	                20	             31	                       19	        339	            188	         295	                   187	                             1379	                                  642	                              1177	                                         636	                               1531	                                    644	                                1289	                                           638	
2013-09-04-is-that-a-yet-another-rdoc.md                                                                       	           174	                60	            132	                       57	       1299	            614	        1111	                   611	                             7206	                                 2153	                              6101	                                        2138	                               7830	                                   2200	                                6604	                                          2185	
2013-09-06-count-objects-of-ruby.md                                                                            	           169	                73	             71	                       42	        997	            462	         702	                   398	                             6476	                                 2411	                              4588	                                        2035	                               7466	                                   2618	                                5433	                                          2234	
2013-09-24-rubys-scope.md                                                                                      	           202	                77	            131	                       73	       1254	            840	        1068	                   823	                             6202	                                 2807	                              4890	                                        2684	                               6614	                                   2850	                                5203	                                          2718	
2013-09-25-count-methods-of-ruby-3.md                                                                          	           149	                30	            138	                       28	       1447	            317	        1434	                   312	                            11687	                                 1333	                             11627	                                        1310	                              13738	                                   1372	                               13677	                                          1349	
2013-09-26-be-string-enumerable.md                                                                             	            76	                38	             68	                       35	        868	            298	         842	                   285	                             4190	                                  993	                              4076	                                         946	                               4823	                                   1028	                                4685	                                           967	
2013-09-27-auto-attr-set-in-ruby.md                                                                            	           118	                50	             81	                       49	        914	            631	         781	                   630	                             4732	                                 2682	                              3858	                                        2679	                               5068	                                   2742	                                4122	                                          2739	
2013-09-30-string-infinity-discovered.md                                                                       	           123	                46	             79	                       43	        913	            384	         617	                   381	                             5569	                                 1562	                              3456	                                        1539	                               6034	                                   1578	                                3661	                                          1555	
2013-10-01-string-infinity-regret.md                                                                           	            23	                19	             21	                       18	        230	            210	         221	                   201	                             1072	                                  930	                              1024	                                         884	                               1109	                                    955	                                1059	                                           907	
2013-10-06-is-this-a-bug-of-ruby-or-me.md                                                                      	            17	                 8	             11	                        6	        105	             62	          89	                    58	                              508	                                  247	                               413	                                         236	                                571	                                    264	                                 463	                                           253	
2013-10-08-answer-to-is-this-a-bug-of-ruby-or-me.md                                                            	           113	                30	             66	                       29	        730	            418	         594	                   417	                             3370	                                 1562	                              2666	                                        1555	                               3675	                                   1596	                                2863	                                          1587	
2013-10-15-yet-another-currency-converter-in-ruby.md                                                           	           126	                20	             92	                       20	        754	            272	         628	                   272	                             4429	                                 1045	                              3547	                                        1045	                               4790	                                   1070	                                3856	                                          1070	
2013-10-16-hatena-bookmark-entries-in-terminal.md                                                              	           196	               153	            158	                      134	       2421	           2156	        2227	                  2058	                            12751	                                10375	                             11626	                                       10032	                              13268	                                  10720	                               12085	                                         10368	
2013-10-18-visualize-ruby-tree-with-graphviz.md                                                                	           161	                30	             70	                       28	       1058	            352	         653	                   335	                             6218	                                 1578	                              3696	                                        1516	                               6878	                                   1665	                                4098	                                          1599	
2013-10-19-visualize-rubinius-tree.md                                                                          	            83	                34	             38	                       28	        679	            469	         455	                   384	                             3641	                                 2329	                              2305	                                        1853	                               3946	                                   2460	                                2481	                                          1964	
2013-10-20-visualize-jruby-tree.md                                                                             	            46	                17	             13	                       11	        383	            244	         200	                   155	                             2060	                                 1188	                               972	                                         686	                               2211	                                   1234	                                1034	                                           711	
2013-10-21-visualize-ruby-files-with-graphviz.md                                                               	           258	                86	            161	                       81	       1720	            864	        1475	                   792	                             8885	                                 3238	                              7519	                                        2845	                              10763	                                   3442	                                9280	                                          3030	
