13. 11. 24 오후 6:42
Project Statistics

                 	Segments	 Words	Characters (without spaces)	Characters (including spaces)	
Total:           	   40384	366221	                    1750115	                      1891009	
Remaining:       	   17327	247336	                     968116	                      1010569	
Unique:          	   27368	314903	                    1469407	                      1583147	
Unique Remaining:	   15425	231451	                     907074	                       947943	


Individual File Statistics:

File Name                                                                                                      	Total Segments	Remaining Segments	Unique Segments	Unique Remaining Segments	Total Words	Remaining Words	Unique Words	Unique Remaining Words	Total Characters (without spaces)	Remaining Characters (without spaces)	Unique Characters (without spaces)	Unique Remaining Characters (without spaces)	Total Characters (including spaces)	Remaining Characters (including spaces)	Unique Characters (including spaces)	Unique Remaining Characters (including spaces)	
2009-02-15-Scheme-Ruby.markdown                                                                                	             5	                 3	              5	                        3	         92	             76	          92	                    76	                              413	                                  272	                               413	                                         272	                                426	                                    282	                                 426	                                           282	
2009-02-16-notitle.markdown                                                                                    	           178	                24	             99	                       24	        944	            392	         756	                   392	                             3941	                                 1360	                              3072	                                        1360	                               4441	                                   1424	                                3438	                                          1424	
2009-02-21-notitle.markdown                                                                                    	            56	                43	             56	                       43	       1267	           1104	        1267	                  1104	                             3823	                                 3186	                              3823	                                        3186	                               4125	                                   3336	                                4125	                                          3336	
2009-02-23-notitle.markdown                                                                                    	            91	                84	             65	                       60	        465	            453	         352	                   343	                             1354	                                 1225	                              1040	                                         928	                               1468	                                   1325	                                1127	                                          1002	
2009-03-13-Scheme-Ruby.markdown                                                                                	           265	                38	            201	                       38	       1228	            566	        1112	                   566	                             5232	                                 1662	                              4647	                                        1662	                               5856	                                   1782	                                5198	                                          1782	
2009-03-15-notitle.markdown                                                                                    	            14	                11	             14	                       11	        463	            457	         463	                   457	                             1211	                                 1117	                              1211	                                        1117	                               1227	                                   1121	                                1227	                                          1121	
2009-03-17-notitle.markdown                                                                                    	             5	                 3	              4	                        2	         37	             20	          37	                    20	                              234	                                   97	                               233	                                          96	                                238	                                     99	                                 237	                                            98	
2009-03-18-notitle.markdown                                                                                    	           202	                82	            143	                       82	       1411	           1031	        1299	                  1031	                             5004	                                 2925	                              4458	                                        2925	                               5563	                                   3027	                                4948	                                          3027	
2009-03-26-Ruby.markdown                                                                                       	            36	                26	             28	                       26	        436	            411	         428	                   411	                             1365	                                 1231	                              1349	                                        1231	                               1379	                                   1240	                                1363	                                          1240	
2009-04-07-Ruby-1.markdown                                                                                     	            49	                48	             48	                       47	        637	            637	         637	                   637	                             2012	                                 1991	                              2011	                                        1990	                               2061	                                   2040	                                2060	                                          2039	
2009-04-08-Ruby-2.markdown                                                                                     	            45	                33	             38	                       33	        478	            443	         466	                   443	                             2317	                                 2011	                              2226	                                        2011	                               2387	                                   2050	                                2281	                                          2050	
2009-04-09-Ruby-3.markdown                                                                                     	            70	                33	             54	                       31	        439	            356	         405	                   343	                             1896	                                 1220	                              1740	                                        1182	                               1982	                                   1250	                                1815	                                          1210	
2009-04-10-Ruby-4.markdown                                                                                     	            68	                55	             63	                       54	        814	            773	         791	                   758	                             2722	                                 2357	                              2590	                                        2293	                               2820	                                   2404	                                2674	                                          2338	
2009-04-11-Ruby-5.markdown                                                                                     	           124	                50	             93	                       48	        910	            706	         844	                   693	                             3296	                                 2131	                              2917	                                        2063	                               3578	                                   2196	                                3126	                                          2108	
2009-04-12-Ruby-6.markdown                                                                                     	            75	                56	             68	                       56	        883	            751	         868	                   751	                             2953	                                 2098	                              2846	                                        2098	                               3092	                                   2117	                                2973	                                          2117	
2009-04-13-Ruby-7.markdown                                                                                     	            74	                50	             56	                       50	        572	            476	         516	                   476	                             1952	                                 1376	                              1611	                                        1376	                               2058	                                   1393	                                1668	                                          1393	
2009-04-14-Ruby-8.markdown                                                                                     	            58	                33	             46	                       33	        590	            350	         541	                   350	                             2810	                                 1183	                              2427	                                        1183	                               3069	                                   1209	                                2635	                                          1209	
2009-04-15-Ruby-9.markdown                                                                                     	            83	                29	             45	                       29	        759	            253	         588	                   253	                             4791	                                 1019	                              3625	                                        1019	                               5287	                                   1035	                                3975	                                          1035	
2009-04-16-Ruby-10.markdown                                                                                    	           147	                53	             69	                       48	        828	            470	         571	                   457	                             3999	                                 1739	                              2459	                                        1701	                               4324	                                   1775	                                2590	                                          1737	
2009-04-17-Ruby-11.markdown                                                                                    	            85	                34	             45	                       33	        596	            370	         460	                   355	                             2919	                                 1265	                              2001	                                        1201	                               3128	                                   1289	                                2116	                                          1223	
2009-04-18-Ruby-12.markdown                                                                                    	           115	                43	             60	                       43	        757	            501	         608	                   501	                             3920	                                 1768	                              2991	                                        1768	                               4136	                                   1783	                                3108	                                          1783	
2009-04-19-Ruby-13.markdown                                                                                    	           107	                24	             66	                       24	        783	            246	         681	                   246	                             4189	                                  934	                              3472	                                         934	                               4681	                                    952	                                3885	                                           952	
2009-04-20-Ruby-14.markdown                                                                                    	           160	                31	             52	                       31	        990	            366	         695	                   366	                             5392	                                 1195	                              3500	                                        1195	                               5851	                                   1202	                                3749	                                          1202	
2009-04-21-Ruby-15.markdown                                                                                    	            79	                21	             70	                       20	        402	            222	         385	                   222	                             2355	                                  972	                              2210	                                         971	                               2547	                                   1028	                                2387	                                          1027	
2009-04-22-Ruby-16.markdown                                                                                    	            96	                35	             57	                       34	        652	            449	         587	                   449	                             3156	                                 1593	                              2638	                                        1592	                               3363	                                   1637	                                2809	                                          1636	
2009-04-23-Ruby.markdown                                                                                       	           216	                40	             77	                       40	       1126	            496	         762	                   496	                             6008	                                 1663	                              3628	                                        1663	                               6519	                                   1688	                                3879	                                          1688	
2009-04-25-Ruby-Shoes.markdown                                                                                 	            14	                 8	             14	                        8	        315	            288	         315	                   288	                             1201	                                  905	                              1201	                                         905	                               1227	                                    916	                                1227	                                           916	
2009-04-27-Ruby-Shoes-2.markdown                                                                               	            44	                39	             39	                       36	        477	            447	         449	                   424	                             1675	                                 1462	                              1523	                                        1377	                               1711	                                   1483	                                1556	                                          1396	
2009-04-30-Ruby-Sinatra-Git-Heroku-Happy-Web-Development.markdown                                              	           312	               100	            183	                      100	       1739	           1012	        1377	                  1012	                             8580	                                 3759	                              6365	                                        3759	                               9088	                                   3809	                                6637	                                          3809	
2009-05-01-Ruby-Sinatra-Git-Heroku-Happy-Web-Development.markdown                                              	           191	                41	            104	                       40	       1041	            436	         754	                   432	                             5313	                                 1506	                              3555	                                        1482	                               5694	                                   1553	                                3794	                                          1527	
2009-05-18-100-iPod-touch.markdown                                                                             	            32	                31	             32	                       31	        721	            711	         721	                   711	                             2456	                                 2364	                              2456	                                        2364	                               2483	                                   2391	                                2483	                                          2391	
2009-08-26-Ruby.markdown                                                                                       	           192	                61	            104	                       61	       1371	           1094	        1212	                  1094	                             5265	                                 3686	                              4401	                                        3686	                               5680	                                   3821	                                4663	                                          3821	
2009-09-01-Ruby-Proc.markdown                                                                                  	           306	                64	            183	                       64	       1523	            859	        1286	                   859	                             7013	                                 3204	                              5736	                                        3204	                               7639	                                   3311	                                6190	                                          3311	
2009-10-01-Ruby-Flickr.markdown                                                                                	            44	                22	             44	                       22	        742	            514	         742	                   514	                             3636	                                 1921	                              3636	                                        1921	                               3811	                                   1984	                                3811	                                          1984	
2010-01-21-Ruby.markdown                                                                                       	           117	                20	             95	                       20	        954	            562	         888	                   562	                             4730	                                 2559	                              4446	                                        2559	                               5408	                                   2924	                                5075	                                          2924	
2010-01-23-Termtter-is-a-Sandbox-for-Rubyists.markdown                                                         	            38	                34	             38	                       34	       1071	           1033	        1071	                  1033	                             4455	                                 4263	                              4455	                                        4263	                               4795	                                   4577	                                4795	                                          4577	
2010-01-25-Termtter-uri-uri-open.markdown                                                                      	            17	                13	             16	                       13	        415	            366	         415	                   366	                             2134	                                 1783	                              2133	                                        1783	                               2348	                                   1932	                                2347	                                          1932	
2010-01-30-notitle.markdown                                                                                    	            24	                23	             24	                       23	        559	            552	         559	                   552	                             2023	                                 1978	                              2023	                                        1978	                               2107	                                   2060	                                2107	                                          2060	
2010-02-03-Ruby.markdown                                                                                       	            82	                56	             71	                       54	       1045	            883	        1014	                   869	                             5372	                                 3933	                              5173	                                        3899	                               5876	                                   4200	                                5657	                                          4164	
2010-02-04-Ruby-GraphViz.markdown                                                                              	             9	                 8	              9	                        8	        111	            101	         111	                   101	                              471	                                  379	                               471	                                         379	                                481	                                    389	                                 481	                                           389	
2010-02-05-Ruby-GraphViz-Shape-Arrow.markdown                                                                  	             6	                 4	              6	                        4	         99	             82	          99	                    82	                              460	                                  313	                               460	                                         313	                                469	                                    321	                                 469	                                           321	
2010-02-06-Ruby_GraphViz.markdown                                                                              	            15	                11	             14	                       11	        129	             92	         122	                    92	                              654	                                  323	                               599	                                         323	                                665	                                    333	                                 609	                                           333	
2010-02-06-Ruby.markdown                                                                                       	            16	                 9	             16	                        9	        143	             81	         143	                    81	                              756	                                  235	                               756	                                         235	                                765	                                    237	                                 765	                                           237	
2010-02-07-Termtter-Google.markdown                                                                            	            36	                25	             35	                       25	        564	            513	         557	                   513	                             2578	                                 2171	                              2523	                                        2171	                               2745	                                   2312	                                2689	                                          2312	
2010-02-08-Termtter-more.markdown                                                                              	            17	                15	             17	                       15	        338	            326	         338	                   326	                             1369	                                 1256	                              1369	                                        1256	                               1438	                                   1314	                                1438	                                          1314	
2010-02-10-Termtter.markdown                                                                                   	             5	                 3	              4	                        3	         69	             51	          61	                    51	                              458	                                  299	                               391	                                         299	                                478	                                    314	                                 406	                                           314	
2010-02-12-Termtter-Blog-Video-Patent.markdown                                                                 	            47	                22	             45	                       21	        709	            618	         695	                   612	                             4613	                                 3694	                              4518	                                        3666	                               5042	                                   3962	                                4939	                                          3931	
2010-02-16-Termtter.markdown                                                                                   	            31	                24	             30	                       24	        405	            373	         396	                   373	                             2089	                                 1796	                              2008	                                        1796	                               2255	                                   1928	                                2167	                                          1928	
2010-02-19-Termtter-GOOG-AAPL.markdown                                                                         	            15	                14	             13	                       13	        284	            276	         272	                   272	                             1444	                                 1377	                              1357	                                        1357	                               1475	                                   1403	                                1383	                                          1383	
2010-02-21-Termtter-Gmail.markdown                                                                             	            16	                14	             15	                       13	        246	            241	         242	                   237	                             1086	                                  989	                              1066	                                         969	                               1124	                                   1021	                                1104	                                          1001	
2010-02-22-Termtter-nowplaying.markdown                                                                        	            10	                 7	              8	                        6	        146	            100	         134	                    96	                              724	                                  412	                               637	                                         392	                                774	                                    427	                                 682	                                           407	
2010-03-02-Ruby.markdown                                                                                       	            63	                50	             60	                       50	       1479	           1182	        1468	                  1182	                             8563	                                 6131	                              8466	                                        6131	                               9010	                                   6461	                                8903	                                          6461	
2010-03-07-Termtter-update.markdown                                                                            	            27	                14	             20	                       14	        356	            274	         329	                   274	                             1883	                                 1188	                              1661	                                        1188	                               2282	                                   1384	                                2043	                                          1384	
2010-03-15-Applescript-Ruby.markdown                                                                           	           166	                58	            150	                       58	       2576	           1793	        2530	                  1793	                            13443	                                 8095	                             13120	                                        8095	                              14419	                                   8353	                               14064	                                          8353	
2010-03-18-Yet-Another-Ruby-FizzBuzz.markdown                                                                  	             9	                 2	              8	                        2	        105	             58	         104	                    58	                              577	                                  291	                               574	                                         291	                                620	                                    303	                                 617	                                           303	
2010-03-24-Yet-Another-Ruby-FizzBuzz-4.markdown                                                                	            38	                 5	             28	                        5	        216	             79	         208	                    79	                             1318	                                  507	                              1279	                                         507	                               1477	                                    568	                                1436	                                           568	
2010-05-27-Ruby-_why-bloopsaphone.markdown                                                                     	           156	                51	            130	                       51	       1956	           1290	        1920	                  1290	                             8422	                                 5205	                              8247	                                        5205	                               9633	                                   5714	                                9429	                                          5714	
2010-06-10-Termtter.markdown                                                                                   	            39	                27	             36	                       27	        785	            630	         772	                   630	                             3931	                                 2812	                              3816	                                        2812	                               4322	                                   2998	                                4194	                                          2998	
2010-06-11-notitle.markdown                                                                                    	            76	                75	             72	                       71	       1804	           1792	        1804	                  1792	                             5480	                                 5424	                              5476	                                        5420	                               5576	                                   5510	                                5572	                                          5506	
2010-06-12-notitle.markdown                                                                                    	            41	                40	             41	                       40	        912	            902	         912	                   902	                             3031	                                 2939	                              3031	                                        2939	                               3071	                                   2979	                                3071	                                          2979	
2010-06-14-notitle.markdown                                                                                    	            55	                43	             55	                       43	       1293	           1018	        1293	                  1018	                             5086	                                 3184	                              5086	                                        3184	                               5428	                                   3257	                                5428	                                          3257	
2010-06-19-notitle.markdown                                                                                    	            20	                20	             20	                       20	        714	            714	         714	                   714	                             2002	                                 2002	                              2002	                                        2002	                               2038	                                   2038	                                2038	                                          2038	
2010-07-10-Ruby.markdown                                                                                       	            41	                23	             39	                       22	        473	            359	         471	                   359	                             2192	                                 1158	                              2174	                                        1157	                               2250	                                   1173	                                2229	                                          1172	
2010-07-14-Ruby.markdown                                                                                       	            18	                16	             18	                       16	        377	            362	         377	                   362	                             1509	                                 1371	                              1509	                                        1371	                               1557	                                   1417	                                1557	                                          1417	
2010-10-12-Ruby.markdown                                                                                       	           181	                62	            131	                       54	       1286	            905	        1171	                   848	                             4727	                                 2305	                              4342	                                        2171	                               5065	                                   2318	                                4653	                                          2184	
2010-10-17-Ruby.markdown                                                                                       	           284	                79	            180	                       70	       2058	           1295	        1828	                  1232	                             8611	                                 3932	                              7671	                                        3788	                               9225	                                   4045	                                8201	                                          3901	
2010-11-05-Ruby.markdown                                                                                       	           134	                42	             64	                       41	        905	            663	         780	                   662	                             4680	                                 3199	                              4012	                                        3194	                               5051	                                   3415	                                4318	                                          3410	
2010-11-07-Ruby-ANSI.markdown                                                                                  	           152	                70	            143	                       70	       1510	           1006	        1490	                  1006	                             7748	                                 4236	                              7583	                                        4236	                               8160	                                   4410	                                7967	                                          4410	
2010-11-10-Ruby-Lisp.markdown                                                                                  	           328	               130	            288	                      129	       2812	           1996	        2719	                  1995	                            11900	                                 7186	                             11406	                                        7182	                              13056	                                   7535	                               12449	                                          7531	
2010-11-11-Ruby.markdown                                                                                       	            40	                25	             38	                       25	        658	            455	         650	                   455	                             3349	                                 1806	                              3297	                                        1806	                               3701	                                   1905	                                3641	                                          1905	
2010-11-16-IRB-Rubyist.markdown                                                                                	           648	               192	            521	                      185	       3830	           1908	        3583	                  1874	                            20939	                                 7265	                             18890	                                        7173	                              23321	                                   7780	                               21025	                                          7684	
2010-11-27-OSX.markdown                                                                                        	           152	                89	            123	                       88	       1203	            999	        1177	                   998	                             5087	                                 3466	                              4980	                                        3460	                               5285	                                   3590	                                5176	                                          3584	
2010-12-02-Ruby-cal.markdown                                                                                   	            92	                51	             85	                       49	        761	            518	         744	                   510	                             3836	                                 1731	                              3733	                                        1701	                               4002	                                   1767	                                3889	                                          1737	
2011-01-20-Ruby.markdown                                                                                       	            65	                19	             41	                       18	        375	            257	         339	                   251	                             1367	                                  750	                              1247	                                         735	                               1437	                                    756	                                1307	                                           741	
2011-01-24-Ruby.markdown                                                                                       	           164	                60	            119	                       60	       1420	            971	        1290	                   971	                             5366	                                 2911	                              4582	                                        2911	                               5771	                                   2988	                                4888	                                          2988	
2011-01-27-hateda.markdown                                                                                     	            74	                52	             62	                       51	        853	            767	         836	                   766	                             3734	                                 3125	                              3617	                                        3117	                               3869	                                   3205	                                3735	                                          3197	
2011-01-27-Ruby.markdown                                                                                       	           226	               158	            199	                      140	       2592	           2004	        2421	                  1842	                            11915	                                 8219	                             11427	                                        7749	                              12283	                                   8447	                               11795	                                          7977	
2011-01-29-Ruby.markdown                                                                                       	            96	                35	             67	                       32	        794	            561	         685	                   524	                             2922	                                 1578	                              2455	                                        1469	                               3120	                                   1609	                                2607	                                          1498	
2011-01-30-fun-of-Processing.markdown                                                                          	            12	                 8	             11	                        7	         92	             46	          88	                    42	                              452	                                  132	                               437	                                         117	                                464	                                    132	                                 449	                                           117	
2011-01-31-fun.markdown                                                                                        	             6	                 2	              5	                        2	         67	             24	          61	                    24	                              393	                                   87	                               355	                                          87	                                406	                                     89	                                 364	                                            89	
